protocol,tool,run,time_hour,coverage
Dcmtk,SNPSFuzzer,4,18,660
Dcmtk,SNPSFuzzer,4,19,664
Dcmtk,SNPSFuzzer,4,20,664
Dcmtk,SNPSFuzzer,4,21,674
Dcmtk,SNPSFuzzer,4,22,674
Dcmtk,SNPSFuzzer,4,23,681
Dcmtk,SNPSFuzzer,4,24,685
Dcmtk,SNPSFuzzer,5,0,0
Dcmtk,SNPSFuzzer,5,1,168
Dcmtk,SNPSFuzzer,5,2,278
Dcmtk,SNPSFuzzer,5,3,373
Dcmtk,SNPSFuzzer,5,4,446
Dcmtk,SNPSFuzzer,5,5,494
Dcmtk,SNPSFuzzer,5,6,542
Dcmtk,SNPSFuzzer,5,7,571
Dcmtk,SNPSFuzzer,5,8,597
Dcmtk,SNPSFuzzer,5,9,617
Dcmtk,SNPSFuzzer,5,10,631
Dcmtk,SNPSFuzzer,5,11,647
Dcmtk,SNPSFuzzer,5,12,661
Dcmtk,SNPSFuzzer,5,13,661
Dcmtk,SNPSFuzzer,5,14,675
Dcmtk,SNPSFuzzer,5,15,675
Dcmtk,SNPSFuzzer,5,16,685
Dcmtk,SNPSFuzzer,5,17,695
Dcmtk,SNPSFuzzer,5,18,695
Dcmtk,SNPSFuzzer,5,19,695
Dcmtk,SNPSFuzzer,5,20,695
Dcmtk,SNPSFuzzer,5,21,696
Dcmtk,SNPSFuzzer,5,22,696
Dcmtk,SNPSFuzzer,5,23,703
Dcmtk,SNPSFuzzer,5,24,712
Dcmtk,SNPSFuzzer,6,0,8
Dcmtk,SNPSFuzzer,6,1,162
Dcmtk,SNPSFuzzer,6,2,278
Dcmtk,SNPSFuzzer,6,3,357
Dcmtk,SNPSFuzzer,6,4,420
Dcmtk,SNPSFuzzer,6,5,478
Dcmtk,SNPSFuzzer,6,6,527
Dcmtk,SNPSFuzzer,6,7,550
Dcmtk,SNPSFuzzer,6,8,571
Dcmtk,SNPSFuzzer,6,9,589
Dcmtk,SNPSFuzzer,6,10,605
Dcmtk,SNPSFuzzer,6,11,612
Dcmtk,SNPSFuzzer,6,12,623
Dcmtk,SNPSFuzzer,6,13,628
Dcmtk,SNPSFuzzer,6,14,634
Dcmtk,SNPSFuzzer,6,15,642
Dcmtk,SNPSFuzzer,6,16,646
Dcmtk,SNPSFuzzer,6,17,647
Dcmtk,SNPSFuzzer,6,18,650
Dcmtk,SNPSFuzzer,6,19,652
Dcmtk,SNPSFuzzer,6,20,652
Dcmtk,SNPSFuzzer,6,21,652
Dcmtk,SNPSFuzzer,6,22,664
Dcmtk,SNPSFuzzer,6,23,669
Dcmtk,SNPSFuzzer,6,24,669
Dcmtk,SNPSFuzzer,7,0,4
Dcmtk,SNPSFuzzer,7,1,159
Dcmtk,SNPSFuzzer,7,2,284
Dcmtk,SNPSFuzzer,7,3,375
Dcmtk,SNPSFuzzer,7,4,442
Dcmtk,SNPSFuzzer,7,5,497
Dcmtk,SNPSFuzzer,7,6,527
Dcmtk,SNPSFuzzer,7,7,551
Dcmtk,SNPSFuzzer,7,8,567
Dcmtk,SNPSFuzzer,7,9,587
Dcmtk,SNPSFuzzer,7,10,612
Dcmtk,SNPSFuzzer,7,11,636
Dcmtk,SNPSFuzzer,7,12,649
Dcmtk,SNPSFuzzer,7,13,660
Dcmtk,SNPSFuzzer,7,14,660
Dcmtk,SNPSFuzzer,7,15,662
Dcmtk,SNPSFuzzer,7,16,662
Dcmtk,SNPSFuzzer,7,17,662
Dcmtk,SNPSFuzzer,7,18,664
Dcmtk,SNPSFuzzer,7,19,664
Dcmtk,SNPSFuzzer,7,20,664
Dcmtk,SNPSFuzzer,7,21,670
Dcmtk,SNPSFuzzer,7,22,670
Dcmtk,SNPSFuzzer,7,23,673
Dcmtk,SNPSFuzzer,7,24,687
Dcmtk,SNPSFuzzer,8,0,0
Dcmtk,SNPSFuzzer,8,1,142
Dcmtk,SNPSFuzzer,8,2,258
Dcmtk,SNPSFuzzer,8,3,353
Dcmtk,SNPSFuzzer,8,4,433
Dcmtk,SNPSFuzzer,8,5,477
Dcmtk,SNPSFuzzer,8,6,520
Dcmtk,SNPSFuzzer,8,7,548
Dcmtk,SNPSFuzzer,8,8,571
Dcmtk,SNPSFuzzer,8,9,605
Dcmtk,SNPSFuzzer,8,10,611
Dcmtk,SNPSFuzzer,8,11,624
Dcmtk,SNPSFuzzer,8,12,636
Dcmtk,SNPSFuzzer,8,13,650
Dcmtk,SNPSFuzzer,8,14,656
Dcmtk,SNPSFuzzer,8,15,663
Dcmtk,SNPSFuzzer,8,16,665
Dcmtk,SNPSFuzzer,8,17,670
Dcmtk,SNPSFuzzer,8,18,671
Dcmtk,SNPSFuzzer,8,19,677
Dcmtk,SNPSFuzzer,8,20,677
Dcmtk,SNPSFuzzer,8,21,682
Dcmtk,SNPSFuzzer,8,22,683
Dcmtk,SNPSFuzzer,8,23,692
Dcmtk,SNPSFuzzer,8,24,693
Dcmtk,SNPSFuzzer,9,0,0
Dcmtk,SNPSFuzzer,9,1,165
Dcmtk,SNPSFuzzer,9,2,277
Dcmtk,SNPSFuzzer,9,3,362
Dcmtk,SNPSFuzzer,9,4,426
Dcmtk,SNPSFuzzer,9,5,486
Dcmtk,SNPSFuzzer,9,6,513
Dcmtk,SNPSFuzzer,9,7,562
Dcmtk,SNPSFuzzer,9,8,593
Dcmtk,SNPSFuzzer,9,9,612
Dcmtk,SNPSFuzzer,9,10,626
Dcmtk,SNPSFuzzer,9,11,640
Dcmtk,SNPSFuzzer,9,12,652
Dcmtk,SNPSFuzzer,9,13,663
Dcmtk,SNPSFuzzer,9,14,672
Dcmtk,SNPSFuzzer,9,15,678
Dcmtk,SNPSFuzzer,9,16,681
Dcmtk,SNPSFuzzer,9,17,684
Dcmtk,SNPSFuzzer,9,18,685
Dcmtk,SNPSFuzzer,9,19,695
Dcmtk,SNPSFuzzer,9,20,701
Dcmtk,SNPSFuzzer,9,21,701
Dcmtk,SNPSFuzzer,9,22,707
Dcmtk,SNPSFuzzer,9,23,709
Dcmtk,SNPSFuzzer,9,24,711
Dcmtk,SNPSFuzzer,10,0,0
Dcmtk,SNPSFuzzer,10,1,164
Dcmtk,SNPSFuzzer,10,2,287
Dcmtk,SNPSFuzzer,10,3,372
Dcmtk,SNPSFuzzer,10,4,442
Dcmtk,SNPSFuzzer,10,5,488
Dcmtk,SNPSFuzzer,10,6,519
Dcmtk,SNPSFuzzer,10,7,546
Dcmtk,SNPSFuzzer,10,8,575
Dcmtk,SNPSFuzzer,10,9,599
Dcmtk,SNPSFuzzer,10,10,617
Dcmtk,SNPSFuzzer,10,11,632
Dcmtk,SNPSFuzzer,10,12,645
Dcmtk,SNPSFuzzer,10,13,648
Dcmtk,SNPSFuzzer,10,14,657
Dcmtk,SNPSFuzzer,10,15,666
Dcmtk,SNPSFuzzer,10,16,675
Dcmtk,SNPSFuzzer,10,17,686
Dcmtk,SNPSFuzzer,10,18,693
Dcmtk,SNPSFuzzer,10,19,698
Dcmtk,SNPSFuzzer,10,20,707
Dcmtk,SNPSFuzzer,10,21,709
Dcmtk,SNPSFuzzer,10,22,709
Dcmtk,SNPSFuzzer,10,23,709
Dcmtk,SNPSFuzzer,10,24,709
Dnsmasq,AFLNET,1,0,0
Dnsmasq,AFLNET,1,1,128
Dnsmasq,AFLNET,1,2,219
Dnsmasq,AFLNET,1,3,293
Dnsmasq,AFLNET,1,4,334
Dnsmasq,AFLNET,1,5,383
Dnsmasq,AFLNET,1,6,420
Dnsmasq,AFLNET,1,7,442
Dnsmasq,AFLNET,1,8,472
Dnsmasq,AFLNET,1,9,500
Dnsmasq,AFLNET,1,10,500
Dnsmasq,AFLNET,1,11,505
Dnsmasq,AFLNET,1,12,507
Dnsmasq,AFLNET,1,13,507
Dnsmasq,AFLNET,1,14,522
Dnsmasq,AFLNET,1,15,526
Dnsmasq,AFLNET,1,16,529
Dnsmasq,AFLNET,1,17,529
Dnsmasq,AFLNET,1,18,539
Dnsmasq,AFLNET,1,19,539
Dnsmasq,AFLNET,1,20,542
Dnsmasq,AFLNET,1,21,547
Dnsmasq,AFLNET,1,22,563
Dnsmasq,AFLNET,1,23,563
Dnsmasq,AFLNET,1,24,563
Dnsmasq,AFLNET,2,0,2
Dnsmasq,AFLNET,2,1,149
Dnsmasq,AFLNET,2,2,261
Dnsmasq,AFLNET,2,3,339
Dnsmasq,AFLNET,2,4,394
Dnsmasq,AFLNET,2,5,450
Dnsmasq,AFLNET,2,6,477
Dnsmasq,AFLNET,2,7,512
Dnsmasq,AFLNET,2,8,540
Dnsmasq,AFLNET,2,9,570
Dnsmasq,AFLNET,2,10,613
Dnsmasq,AFLNET,2,11,629
Dnsmasq,AFLNET,2,12,634
Dnsmasq,AFLNET,2,13,642
Dnsmasq,AFLNET,2,14,642
Dnsmasq,AFLNET,2,15,642
Dnsmasq,AFLNET,2,16,643
Dnsmasq,AFLNET,2,17,643
Dnsmasq,AFLNET,2,18,648
Dnsmasq,AFLNET,2,19,648
Dnsmasq,AFLNET,2,20,662
Dnsmasq,AFLNET,2,21,665
Dnsmasq,AFLNET,2,22,667
Dnsmasq,AFLNET,2,23,667
Dnsmasq,AFLNET,2,24,670
Dnsmasq,AFLNET,3,0,8
Dnsmasq,AFLNET,3,1,129
Dnsmasq,AFLNET,3,2,221
Dnsmasq,AFLNET,3,3,295
Dnsmasq,AFLNET,3,4,342
Dnsmasq,AFLNET,3,5,381
Dnsmasq,AFLNET,3,6,413
Dnsmasq,AFLNET,3,7,451
Dnsmasq,AFLNET,3,8,478
Dnsmasq,AFLNET,3,9,498
Dnsmasq,AFLNET,3,10,522
Dnsmasq,AFLNET,3,11,533
Dnsmasq,AFLNET,3,12,547
Dnsmasq,AFLNET,3,13,554
Dnsmasq,AFLNET,3,14,564
Dnsmasq,AFLNET,3,15,564
Dnsmasq,AFLNET,3,16,564
Dnsmasq,AFLNET,3,17,567
Dnsmasq,AFLNET,3,18,585
Dnsmasq,AFLNET,3,19,597
Dnsmasq,AFLNET,3,20,610
Dnsmasq,AFLNET,3,21,625
Dnsmasq,AFLNET,3,22,628
Dnsmasq,AFLNET,3,23,632
Dnsmasq,AFLNET,3,24,632
Dnsmasq,AFLNET,4,0,0
Dnsmasq,AFLNET,4,1,136
Dnsmasq,AFLNET,4,2,246
Dnsmasq,AFLNET,4,3,322
Dnsmasq,AFLNET,4,4,377
Dnsmasq,AFLNET,4,5,425
Dnsmasq,AFLNET,4,6,468
Dnsmasq,AFLNET,4,7,483
Dnsmasq,AFLNET,4,8,484
Dnsmasq,AFLNET,4,9,497
Dnsmasq,AFLNET,4,10,500
Dnsmasq,AFLNET,4,11,507
Dnsmasq,AFLNET,4,12,516
Dnsmasq,AFLNET,4,13,520
Dnsmasq,AFLNET,4,14,541
Dnsmasq,AFLNET,4,15,550
Dnsmasq,AFLNET,4,16,558
Dnsmasq,AFLNET,4,17,569
Dnsmasq,AFLNET,4,18,569
Dnsmasq,AFLNET,4,19,582
Dnsmasq,AFLNET,4,20,584
Dnsmasq,AFLNET,4,21,594
Dnsmasq,AFLNET,4,22,594
Dnsmasq,AFLNET,4,23,594
Dnsmasq,AFLNET,4,24,604
Dnsmasq,AFLNET,5,0,4
Dnsmasq,AFLNET,5,1,124
Dnsmasq,AFLNET,5,2,214
Dnsmasq,AFLNET,5,3,302
Dnsmasq,AFLNET,5,4,350
Dnsmasq,AFLNET,5,5,414
Dnsmasq,AFLNET,5,6,442
Dnsmasq,AFLNET,5,7,478
Dnsmasq,AFLNET,5,8,499
Dnsmasq,AFLNET,5,9,524
Dnsmasq,AFLNET,5,10,533
Dnsmasq,AFLNET,5,11,544
Dnsmasq,AFLNET,5,12,555
Dnsmasq,AFLNET,5,13,555
Dnsmasq,AFLNET,5,14,569
Dnsmasq,AFLNET,5,15,570
Dnsmasq,AFLNET,5,16,572
Dnsmasq,AFLNET,5,17,572
Dnsmasq,AFLNET,5,18,572
Dnsmasq,AFLNET,5,19,574
Dnsmasq,AFLNET,5,20,601
Dnsmasq,AFLNET,5,21,611
Dnsmasq,AFLNET,5,22,613
Dnsmasq,AFLNET,5,23,613
Dnsmasq,AFLNET,5,24,615
Dnsmasq,AFLNET,6,0,5
Dnsmasq,AFLNET,6,1,123
Dnsmasq,AFLNET,6,2,233
Dnsmasq,AFLNET,6,3,317
Dnsmasq,AFLNET,6,4,384
Dnsmasq,AFLNET,6,5,436
Dnsmasq,AFLNET,6,6,473
Dnsmasq,AFLNET,6,7,510
Dnsmasq,AFLNET,6,8,539
Dnsmasq,AFLNET,6,9,554
Dnsmasq,AFLNET,6,10,564
Dnsmasq,AFLNET,6,11,577
Dnsmasq,AFLNET,6,12,603
Dnsmasq,AFLNET,6,13,603
Dnsmasq,AFLNET,6,14,603
Dnsmasq,AFLNET,6,15,610
Dnsmasq,AFLNET,6,16,616
Dnsmasq,AFLNET,6,17,622
Dnsmasq,AFLNET,6,18,628
Dnsmasq,AFLNET,6,19,629
Dnsmasq,AFLNET,6,20,647
Dnsmasq,AFLNET,6,21,647
Dnsmasq,AFLNET,6,22,647
Dnsmasq,AFLNET,6,23,648
Dnsmasq,AFLNET,6,24,648
Dnsmasq,AFLNET,7,0,0
Dnsmasq,AFLNET,7,1,146
Dnsmasq,AFLNET,7,2,245
Dnsmasq,AFLNET,7,3,324
Dnsmasq,AFLNET,7,4,372
Dnsmasq,AFLNET,7,5,413
Dnsmasq,AFLNET,7,6,446
Dnsmasq,AFLNET,7,7,472
Dnsmasq,AFLNET,7,8,509
Dnsmasq,AFLNET,7,9,533
Dnsmasq,AFLNET,7,10,538
Dnsmasq,AFLNET,7,11,552
Dnsmasq,AFLNET,7,12,567
Dnsmasq,AFLNET,7,13,587
Dnsmasq,AFLNET,7,14,610
Dnsmasq,AFLNET,7,15,610
Dnsmasq,AFLNET,7,16,610
Dnsmasq,AFLNET,7,17,610
Dnsmasq,AFLNET,7,18,611
Dnsmasq,AFLNET,7,19,619
Dnsmasq,AFLNET,7,20,632
Dnsmasq,AFLNET,7,21,634
Dnsmasq,AFLNET,7,22,634
Dnsmasq,AFLNET,7,23,637
Dnsmasq,AFLNET,7,24,637
Dnsmasq,AFLNET,8,0,21
Dnsmasq,AFLNET,8,1,134
Dnsmasq,AFLNET,8,2,235
Dnsmasq,AFLNET,8,3,332
Dnsmasq,AFLNET,8,4,392
Dnsmasq,AFLNET,8,5,437
Dnsmasq,AFLNET,8,6,471
Dnsmasq,AFLNET,8,7,499
Dnsmasq,AFLNET,8,8,536
Dnsmasq,AFLNET,8,9,536
Dnsmasq,AFLNET,8,10,567
Dnsmasq,AFLNET,8,11,567
Dnsmasq,AFLNET,8,12,574
Dnsmasq,AFLNET,8,13,578
Dnsmasq,AFLNET,8,14,591
Dnsmasq,AFLNET,8,15,591
Dnsmasq,AFLNET,8,16,600
Dnsmasq,AFLNET,8,17,625
Dnsmasq,AFLNET,8,18,625
Dnsmasq,AFLNET,8,19,630
Dnsmasq,AFLNET,8,20,630
Dnsmasq,AFLNET,8,21,637
Dnsmasq,AFLNET,8,22,639
Dnsmasq,AFLNET,8,23,639
Dnsmasq,AFLNET,8,24,646
Dnsmasq,AFLNET,9,0,18
Dnsmasq,AFLNET,9,1,146
Dnsmasq,AFLNET,9,2,252
Dnsmasq,AFLNET,9,3,315
Dnsmasq,AFLNET,9,4,366
Dnsmasq,AFLNET,9,5,418
Dnsmasq,AFLNET,9,6,470
Dnsmasq,AFLNET,9,7,503
Dnsmasq,AFLNET,9,8,523
Dnsmasq,AFLNET,9,9,542
Dnsmasq,AFLNET,9,10,545
Dnsmasq,AFLNET,9,11,564
Dnsmasq,AFLNET,9,12,582
Dnsmasq,AFLNET,9,13,586
Dnsmasq,AFLNET,9,14,588
Dnsmasq,AFLNET,9,15,597
Dnsmasq,AFLNET,9,16,598
Dnsmasq,AFLNET,9,17,601
Dnsmasq,AFLNET,9,18,626
Dnsmasq,AFLNET,9,19,627
Dnsmasq,AFLNET,9,20,627
Dnsmasq,AFLNET,9,21,627
Dnsmasq,AFLNET,9,22,636
Dnsmasq,AFLNET,9,23,637
Dnsmasq,AFLNET,9,24,637
Dnsmasq,AFLNET,10,0,13
Dnsmasq,AFLNET,10,1,157
Dnsmasq,AFLNET,10,2,250
Dnsmasq,AFLNET,10,3,308
Dnsmasq,AFLNET,10,4,378
Dnsmasq,AFLNET,10,5,418
Dnsmasq,AFLNET,10,6,463
Dnsmasq,AFLNET,10,7,473
Dnsmasq,AFLNET,10,8,506
Dnsmasq,AFLNET,10,9,513
Dnsmasq,AFLNET,10,10,535
Dnsmasq,AFLNET,10,11,548
Dnsmasq,AFLNET,10,12,548
Dnsmasq,AFLNET,10,13,552
Dnsmasq,AFLNET,10,14,566
Dnsmasq,AFLNET,10,15,573
Dnsmasq,AFLNET,10,16,584
Dnsmasq,AFLNET,10,17,608
Dnsmasq,AFLNET,10,18,608
Dnsmasq,AFLNET,10,19,627
Dnsmasq,AFLNET,10,20,631
Dnsmasq,AFLNET,10,21,631
Dnsmasq,AFLNET,10,22,631
Dnsmasq,AFLNET,10,23,631
Dnsmasq,AFLNET,10,24,643
Dnsmasq,AFLNWE,1,0,0
Dnsmasq,AFLNWE,1,1,59
Dnsmasq,AFLNWE,1,2,76
Dnsmasq,AFLNWE,1,3,107
Dnsmasq,AFLNWE,1,4,119
Dnsmasq,AFLNWE,1,5,147
Dnsmasq,AFLNWE,1,6,179
Dnsmasq,AFLNWE,1,7,193
Dnsmasq,AFLNWE,1,8,193
Dnsmasq,AFLNWE,1,9,210
Dnsmasq,AFLNWE,1,10,228
Dnsmasq,AFLNWE,1,11,245
Dnsmasq,AFLNWE,1,12,270
Dnsmasq,AFLNWE,1,13,270
Dnsmasq,AFLNWE,1,14,287
Dnsmasq,AFLNWE,1,15,309
Dnsmasq,AFLNWE,1,16,309
Dnsmasq,AFLNWE,1,17,318
Dnsmasq,AFLNWE,1,18,318
Dnsmasq,AFLNWE,1,19,322
Dnsmasq,AFLNWE,1,20,331
Dnsmasq,AFLNWE,1,21,331
Dnsmasq,AFLNWE,1,22,331
Dnsmasq,AFLNWE,1,23,335
Dnsmasq,AFLNWE,1,24,335
Dnsmasq,AFLNWE,2,0,0
Dnsmasq,AFLNWE,2,1,49
Dnsmasq,AFLNWE,2,2,70
Dnsmasq,AFLNWE,2,3,109
Dnsmasq,AFLNWE,2,4,141
Dnsmasq,AFLNWE,2,5,145
Dnsmasq,AFLNWE,2,6,158
Dnsmasq,AFLNWE,2,7,191
Dnsmasq,AFLNWE,2,8,195
Dnsmasq,AFLNWE,2,9,205
Dnsmasq,AFLNWE,2,10,223
Dnsmasq,AFLNWE,2,11,245
Dnsmasq,AFLNWE,2,12,252
Dnsmasq,AFLNWE,2,13,254
Dnsmasq,AFLNWE,2,14,280
Dnsmasq,AFLNWE,2,15,308
Dnsmasq,AFLNWE,2,16,327
Dnsmasq,AFLNWE,2,17,334
Dnsmasq,AFLNWE,2,18,334
Dnsmasq,AFLNWE,2,19,334
Dnsmasq,AFLNWE,2,20,344
Dnsmasq,AFLNWE,2,21,353
Dnsmasq,AFLNWE,2,22,374
Dnsmasq,AFLNWE,2,23,385
Dnsmasq,AFLNWE,2,24,385
Dnsmasq,AFLNWE,3,0,13
Dnsmasq,AFLNWE,3,1,41
Dnsmasq,AFLNWE,3,2,72
Dnsmasq,AFLNWE,3,3,106
Dnsmasq,AFLNWE,3,4,156
Dnsmasq,AFLNWE,3,5,218
Dnsmasq,AFLNWE,3,6,246
Dnsmasq,AFLNWE,3,7,263
Dnsmasq,AFLNWE,3,8,286
Dnsmasq,AFLNWE,3,9,311
Dnsmasq,AFLNWE,3,10,320
Dnsmasq,AFLNWE,3,11,354
Dnsmasq,AFLNWE,3,12,367
Dnsmasq,AFLNWE,3,13,382
Dnsmasq,AFLNWE,3,14,399
Dnsmasq,AFLNWE,3,15,411
Dnsmasq,AFLNWE,3,16,428
Dnsmasq,AFLNWE,3,17,428
Dnsmasq,AFLNWE,3,18,428
Dnsmasq,AFLNWE,3,19,428
Dnsmasq,AFLNWE,3,20,438
Dnsmasq,AFLNWE,3,21,451
Dnsmasq,AFLNWE,3,22,460
Dnsmasq,AFLNWE,3,23,483
Dnsmasq,AFLNWE,3,24,486
Dnsmasq,AFLNWE,4,0,8
Dnsmasq,AFLNWE,4,1,36
Dnsmasq,AFLNWE,4,2,66
Dnsmasq,AFLNWE,4,3,105
Dnsmasq,AFLNWE,4,4,142
Dnsmasq,AFLNWE,4,5,163
Dnsmasq,AFLNWE,4,6,183
Dnsmasq,AFLNWE,4,7,183
Dnsmasq,AFLNWE,4,8,196
Dnsmasq,AFLNWE,4,9,221
Dnsmasq,AFLNWE,4,10,241
Dnsmasq,AFLNWE,4,11,259
Dnsmasq,AFLNWE,4,12,270
Dnsmasq,AFLNWE,4,13,280
Dnsmasq,AFLNWE,4,14,280
Dnsmasq,AFLNWE,4,15,296
Dnsmasq,AFLNWE,4,16,308
Dnsmasq,AFLNWE,4,17,320
Dnsmasq,AFLNWE,4,18,320
Dnsmasq,AFLNWE,4,19,320
Dnsmasq,AFLNWE,4,20,337
Dnsmasq,AFLNWE,4,21,337
Dnsmasq,AFLNWE,4,22,337
Dnsmasq,AFLNWE,4,23,349
Dnsmasq,AFLNWE,4,24,349
Dnsmasq,AFLNWE,5,0,13
Dnsmasq,AFLNWE,5,1,61
Dnsmasq,AFLNWE,5,2,104
Dnsmasq,AFLNWE,5,3,118
Dnsmasq,AFLNWE,5,4,160
Dnsmasq,AFLNWE,5,5,187
Dnsmasq,AFLNWE,5,6,204
Dnsmasq,AFLNWE,5,7,224
Dnsmasq,AFLNWE,5,8,224
Dnsmasq,AFLNWE,5,9,244
Dnsmasq,AFLNWE,5,10,245
Dnsmasq,AFLNWE,5,11,245
Dnsmasq,AFLNWE,5,12,245
Dnsmasq,AFLNWE,5,13,267
Dnsmasq,AFLNWE,5,14,268
Dnsmasq,AFLNWE,5,15,294
Dnsmasq,AFLNWE,5,16,294
Dnsmasq,AFLNWE,5,17,294
Dnsmasq,AFLNWE,5,18,294
Dnsmasq,AFLNWE,5,19,314
Dnsmasq,AFLNWE,5,20,317
Dnsmasq,AFLNWE,5,21,317
Dnsmasq,AFLNWE,5,22,322
Dnsmasq,AFLNWE,5,23,331
Dnsmasq,AFLNWE,5,24,348
Dnsmasq,AFLNWE,6,0,17
Dnsmasq,AFLNWE,6,1,54
Dnsmasq,AFLNWE,6,2,73
Dnsmasq,AFLNWE,6,3,99
Dnsmasq,AFLNWE,6,4,129
Dnsmasq,AFLNWE,6,5,141
Dnsmasq,AFLNWE,6,6,151
Dnsmasq,AFLNWE,6,7,174
Dnsmasq,AFLNWE,6,8,190
Dnsmasq,AFLNWE,6,9,205
Dnsmasq,AFLNWE,6,10,209
Dnsmasq,AFLNWE,6,11,218
Dnsmasq,AFLNWE,6,12,218
Dnsmasq,AFLNWE,6,13,238
Dnsmasq,AFLNWE,6,14,259
Dnsmasq,AFLNWE,6,15,259
Dnsmasq,AFLNWE,6,16,259
Dnsmasq,AFLNWE,6,17,259
Dnsmasq,AFLNWE,6,18,259
Dnsmasq,AFLNWE,6,19,263
Dnsmasq,AFLNWE,6,20,263
Dnsmasq,AFLNWE,6,21,263
Dnsmasq,AFLNWE,6,22,263
Dnsmasq,AFLNWE,6,23,268
Dnsmasq,AFLNWE,6,24,272
Dnsmasq,AFLNWE,7,0,0
Dnsmasq,AFLNWE,7,1,43
Dnsmasq,AFLNWE,7,2,71
Dnsmasq,AFLNWE,7,3,99
Dnsmasq,AFLNWE,7,4,146
Dnsmasq,AFLNWE,7,5,186
Dnsmasq,AFLNWE,7,6,191
Dnsmasq,AFLNWE,7,7,220
Dnsmasq,AFLNWE,7,8,246
Dnsmasq,AFLNWE,7,9,247
Dnsmasq,AFLNWE,7,10,270
Dnsmasq,AFLNWE,7,11,301
Dnsmasq,AFLNWE,7,12,301
Dnsmasq,AFLNWE,7,13,301
Dnsmasq,AFLNWE,7,14,321
Dnsmasq,AFLNWE,7,15,332
Dnsmasq,AFLNWE,7,16,345
Dnsmasq,AFLNWE,7,17,355
Dnsmasq,AFLNWE,7,18,366
Dnsmasq,AFLNWE,7,19,366
Dnsmasq,AFLNWE,7,20,383
Dnsmasq,AFLNWE,7,21,400
Dnsmasq,AFLNWE,7,22,401
Dnsmasq,AFLNWE,7,23,404
Dnsmasq,AFLNWE,7,24,404
Dnsmasq,AFLNWE,8,0,6
Dnsmasq,AFLNWE,8,1,54
Dnsmasq,AFLNWE,8,2,88
Dnsmasq,AFLNWE,8,3,132
Dnsmasq,AFLNWE,8,4,155
Dnsmasq,AFLNWE,8,5,186
Dnsmasq,AFLNWE,8,6,195
Dnsmasq,AFLNWE,8,7,213
Dnsmasq,AFLNWE,8,8,228
Dnsmasq,AFLNWE,8,9,245
Dnsmasq,AFLNWE,8,10,254
Dnsmasq,AFLNWE,8,11,264
Dnsmasq,AFLNWE,8,12,285
Dnsmasq,AFLNWE,8,13,289
Dnsmasq,AFLNWE,8,14,289
Dnsmasq,AFLNWE,8,15,317
Dnsmasq,AFLNWE,8,16,341
Dnsmasq,AFLNWE,8,17,341
Dnsmasq,AFLNWE,8,18,354
Dnsmasq,AFLNWE,8,19,354
Dnsmasq,AFLNWE,8,20,362
Dnsmasq,AFLNWE,8,21,369
Dnsmasq,AFLNWE,8,22,370
Dnsmasq,AFLNWE,8,23,370
Dnsmasq,AFLNWE,8,24,370
Dnsmasq,AFLNWE,9,0,0
Dnsmasq,AFLNWE,9,1,31
Dnsmasq,AFLNWE,9,2,65
Dnsmasq,AFLNWE,9,3,87
Dnsmasq,AFLNWE,9,4,122
Dnsmasq,AFLNWE,9,5,164
Dnsmasq,AFLNWE,9,6,178
Dnsmasq,AFLNWE,9,7,200
Dnsmasq,AFLNWE,9,8,222
Dnsmasq,AFLNWE,9,9,243
Dnsmasq,AFLNWE,9,10,257
Dnsmasq,AFLNWE,9,11,278
Dnsmasq,AFLNWE,9,12,294
Dnsmasq,AFLNWE,9,13,294
Dnsmasq,AFLNWE,9,14,313
Dnsmasq,AFLNWE,9,15,331
Dnsmasq,AFLNWE,9,16,331
Dnsmasq,AFLNWE,9,17,337
Dnsmasq,AFLNWE,9,18,351
Dnsmasq,AFLNWE,9,19,353
Dnsmasq,AFLNWE,9,20,371
Dnsmasq,AFLNWE,9,21,403
Dnsmasq,AFLNWE,9,22,403
Dnsmasq,AFLNWE,9,23,403
Dnsmasq,AFLNWE,9,24,409
Dnsmasq,AFLNWE,10,0,9
Dnsmasq,AFLNWE,10,1,47
Dnsmasq,AFLNWE,10,2,99
Dnsmasq,AFLNWE,10,3,114
Dnsmasq,AFLNWE,10,4,149
Dnsmasq,AFLNWE,10,5,166
Dnsmasq,AFLNWE,10,6,207
Dnsmasq,AFLNWE,10,7,250
Dnsmasq,AFLNWE,10,8,257
Dnsmasq,AFLNWE,10,9,266
Dnsmasq,AFLNWE,10,10,289
Dnsmasq,AFLNWE,10,11,296
Dnsmasq,AFLNWE,10,12,306
Dnsmasq,AFLNWE,10,13,316
Dnsmasq,AFLNWE,10,14,316
Dnsmasq,AFLNWE,10,15,323
Dnsmasq,AFLNWE,10,16,323
Dnsmasq,AFLNWE,10,17,323
Dnsmasq,AFLNWE,10,18,346
Dnsmasq,AFLNWE,10,19,346
Dnsmasq,AFLNWE,10,20,360
Dnsmasq,AFLNWE,10,21,361
Dnsmasq,AFLNWE,10,22,361
Dnsmasq,AFLNWE,10,23,374
Dnsmasq,AFLNWE,10,24,381
Dnsmasq,SNPSFuzzer-tmp,1,0,5
Dnsmasq,SNPSFuzzer-tmp,1,1,167
Dnsmasq,SNPSFuzzer-tmp,1,2,279
Dnsmasq,SNPSFuzzer-tmp,1,3,359
